address,chain,source,name,label_type,label_subtype,project,entity_type,entity_types
0x0652B4b3D205300f9848f0431296D67cA4397f3b,solana,solana_defi,angle: cvxcrvfrax-eur-vault,defi,pool,angle,defi,
0x0B3AF9fb0DE42AE70432ABc5aaEaB8F9774bf87b,solana,solana_defi,angle: cvx3crv-eur-vault,defi,pool,angle,defi,
0x1beCE8193f8Dc2b170135Da9F1fA8b81C7aD18b1,solana,solana_defi,angle: weth-eur-vault,defi,pool,angle,defi,
0x241D7598BD1eb819c0E9dEd456AcB24acA623679,solana,solana_defi,angle: wbtc-eur-vault,defi,pool,angle,defi,
0x29e9D3D8e295E23B1B39DCD3D8D595761E032306,solana,solana_defi,angle: sd3crv-eur-vault,defi,pool,angle,defi,
0x73aaf8694BA137a7537E7EF544fcf5E2475f227B,solana,solana_defi,angle: wsteth-eur-vault,defi,pool,angle,defi,
0x8E2277929B2D849c0c344043D9B9507982e6aDd0,solana,solana_defi,angle: lusd-eur-vault,defi,pool,angle,defi,
0x913E8e1eD659C27613E937a6B6119b91D985094c,solana,solana_defi,angle: bib01-eur-vault,defi,pool,angle,defi,
0x96de5c30F2BF4683c7903F3e921F720602F8868A,solana,solana_defi,angle: usdc-eur-vault,defi,pool,angle,defi,
0x989ed2DDCD4D2DC237CE014432aEb40EfE738E31,solana,solana_defi,angle: cvxcrvlusd3crv-eur-vault,defi,pool,angle,defi,
0x9FFC8A23eafc25635DAe822eA9c4fF440226a001,solana,solana_defi,angle: bhigh-eur-vault,defi,pool,angle,defi,
0xE1C084e6E2eC9D32ec098e102a73C4C27Eb9Ee58,solana,solana_defi,angle: cbeth-eur-vault,defi,pool,angle,defi,
0xca2d7991a2F6Fdf542046E4F1Dc2FD7d59C3DEc1,solana,solana_defi,angle: wsteth-usd-vault,defi,pool,angle,defi,
0xdEeE8e8a89338241fe622509414Ff535fB02B479,solana,solana_defi,angle: sdcrvfrax-eur-vault,defi,pool,angle,defi,
0xe0C8B6c4ea301C8A221E8838ca5B80Ac76E7A10b,solana,solana_defi,angle: sdcrvlusd3crv-eur-vault,defi,pool,angle,defi,
11ZZ4etoPBaCG4BrCVVkjafgwhBR2Z4ULNN8VqDgaFm,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
11surcNFNz4JTJpBk9kyHX1EMbKnAiZ8apvZsH1enSw,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
121ZRhT2qUbdpU6pauBKQXBezX1nnsLcuXzAHtFh4fKt,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
121e2cD4PefjStVxuJJGgznc9y3CkAfnRPyvFXmDhT6o,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
121wdTSe9TwwRwM6pygVL9AnaFMj3zdfh9Uu8rnCo8eA,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
124CMbiHeJFeC7oE6JYYfaf47P6fthDT34qekTGZy2yR,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
124yEuk9gmYz5gm4rQCxMgc85JqF9kJgfJRiENKDxphG,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
125PmfKqG7hUrfqhdFFrHnGq7W2qk4PEkF1NozkiUg4g,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
125jFMXE1tLt3maRMU18zW9x6UadevtRCKrpCGfkJT6h,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
127GXBVin4uyNz3FSb9FJZ5aBm7tC1Hh19zj4ByfDLiH,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
128kFGbMsPu7AyRTDyoqMRrrUk5WfRthXKz1HSV8ZEaf,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
128kLxxP2MV7kzwNsfVaQb3qjiFVGFu8p36m4kcFVKiW,solana,solana_cex,ftx.us deposit_wallet,cex,deposit_wallet,ftx.us,exchange,
128nNWzua6QmjuaEpKLrfT2iZdn7fsDZjFec6xQVmou5,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
128qET44dDSZgVR5vmi4Q8J63hMp2r8KSUg7rTUajfxT,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
129CjsMUw7kuJPzDPp1Va4ZUvuex2WVt9JepLQAmXPMb,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
129D3hiJj6eJALo9SQYkUGfJLLm7z6FR2vszXkYqZwee,solana,solana_defi,kamino: sol/polis strategy address,defi,router,kamino,defi,
129dWkAUiPuYkRbf5ur5yYaAEScEBWekMaiADo1Tkbo8,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12AhMF7vwaHFDLe6uZD75ZU3M6BUN8d1Kh4v5tvhTCPP,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12AtQat9wkCuzJj27ZdgGGaZ5srWGmrqoRfUhXB8nxHJ,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12CBVXwJhxqz3ASyqBZUbzDP18iWk14fbyVrkdEE5Aps,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12CTRmkvq9E3mU91M7757TQd2eemnUeLRPo3y13PWnGS,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12CvewxGtP4iGfMQW2KF74exm1AKtDD8MTRViSsxfJKK,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12CyrnAUiCQin9PDmh2UTdgdV94rAHH7aZVzXwwFLV3K,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12DTxDvzdEDRZwttG1MRMfHG1QhrJoT55oLn7yeKRjfM,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12DYiSgRPcbZd73ih4gvUP9i89GXj91xeFLE8obsKw2K,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12E39FAcgpsaTikn3Udk6pCXpq3FhGjkC8bS44xnofZK,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12EGQPt7cBe5ZmhLk5g8Apj4xncM9XBvHHDgzvGricof,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12EbASVHdA72VfQtoC7rNLFrSbpViocg7tL7yXvfbVnc,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12EiXgNC8QM5yPUA8xLB2AR57SyXyqBEi7pRcueJ4ZSR,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12ErWW25yfQEssQLowHGVubcnkLjsdU6RCiwCwcmHTik,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12Eujyzc3y4ke2KNajGLM4BGSSJxBseq6N2Q7HeLH2Tx,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12GLD4qtRhfU2UgoRgSdym548VX7uu2mHAx4WszfvKd,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12GXeKVBCn4eovYWt91dutBJc8GmeKMrK1Mzk5ExYUJj,solana,solana_cex,mexc deposit_wallet,cex,deposit_wallet,mexc,exchange,
12GdJjRZWULm93mF7VZE26t7TADFtJ2yUpG1dH3Ck52E,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12HEauNhyqyQJwZB6GYHSFmg2Q86T7UXw1jj5KEESQdv,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12HZviXUj1GDvvJo4W14DkpXN9DnabqKqZDjtsX5Fegf,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12J7TuGBNz1pGkSS1ejMxqYQNajE3TGwDo2jRhKEbZFp,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12JDEqtryViBGVsUP3oKfxftsECBPwvwBWwktd1gfM3h,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12JhbwP25UXHaVQugy1d7fm9wep3WhT31iuJjH1dWRVv,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12Kp9hC6vKJkYzB6A9x5kZxSh1zWawRXFmxpoxv7TwTn,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12KyxP7NzAw1uX6nu56t2PbWCC5AkySFARsD2cJGj1Fe,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12LW8D5koHE2JG9sB3jeSkzFymUrao19Y5ZTSepXgN9q,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12LrGJY85KQdHGwkq1TU2DsRfgx1NULQmuFSeaFFR2Ss,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12MEa7arAwczNxV97PDCBFA9GWVms3ZEt4wDh8y8iAPJ,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12MWkDYvaDiBJUJKqTtxw5XH32YXBRhUVLVgggo32UQE,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12NEx99zqPmH5RSHhy8ZEF8rjvhGkka3Ww7q8kAFxnUC,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12PPMeVpLWvTuVmxKFKbxxKApGuBtARVyD4nDz2neK37,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12PxirtrNCyh1ihbf6fUuKuU5cwwsammqxzzRiN7Ymjc,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12Q3mbgd3AFgDpkCS4jnLbz5HmD5N4TmAw1mhtZDGkpA,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12Q9JeKazwCbMDwiK4Hq9eGgCJJaE37Kt79AUpWwUPqP,solana,solana_dapp,radrugsdao,dapp,governance,radrugsdao,dapp,
12QUPwXVfRkg65rWJMSQTiKrAP2g6xsZp3A7UNoPmCiN,solana,solana_dapp,gg,dapp,governance,gg,dapp,
12R4hWgV68dyRUySD57pVxbWkYPhFMW2dRXP3KKXTRDs,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12RwQUPhL4wvGjgV9YXq7JQTNCYoQQ1BUQPMVzRi1vW8,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12SrvqcaXgbSb9jVETsKSdtLLyUNGjpY1GGWuYrsJ5bh,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12StRHf7ZDPnpzCXtdYyR36uVuWxf2tKn566qgoFYb5f,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12Tr325qexgM2Grvg4bFJ7Jh9vRYLfQK6nFJs71UwEse,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12U4znPaZwGyZKGSSCDBC4p2xk5moFaK2fjYh8sc2m18,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12VPWhE9uzqBRMXPbKSW7ckhVUDXRq2dfZwK8iLHqo5u,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12VRHndpjpRauajLy9YLUoJ9LKP7JjmncuXsvL7cUjq7,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12W1HWJHjVDcnkLU9LgJ96R3NqSVHu9M46u7BLJgLUF2,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12WhxNUZSJbFoXH1h3u9FBNZRUidXepufYw5NUYBAyGc,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12XhySwhbs7PrFkRufKFKN1P931Vuue3ia2fMxCodkJn,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12XrFhA7faBmv93A5LQ3Wa2LAE7c2AJFcVA7m64vscvB,solana,solana_cex,crypto.com deposit_wallet,cex,deposit_wallet,crypto.com,exchange,
12Y1Abeh3BQswBfLWDzCFxg4BNUkk1u4GupGRLb7Jf35,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12Y1iSrtLbThVUKbK7kH25SyAeJ2REVayZG7MHT7Qfty,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12YVQPjH7FGhUaRF6kJax8vqYpm3JJp8ynChB7Ld5SDr,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12YdKiFA77BY4fNMyHnQRSZurqzeZvxZd68XdaRD4XfM,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12Yh742JtLYGMBd3uf5kkK9BB66ptK8S4eLJN8HUpuZG,solana,solana_cex,huobi global deposit_wallet,cex,deposit_wallet,huobi global,exchange,
12YomSnGBEGMDXhbRJpFHjbwbH2SmXwtADTccKeqhP3C,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12YuQhLSrmpcvvUqAX3aQveSbcHAVxjcLXvNNG6SpY35,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12ZD1z3idktxDDzGa1v8UXixQGfyHkwdcyht4WHzdEZU,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12ZYE1NNogTUbtB6TqgaZbj3wRxR5Hp4sqLg5YWgksaP,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12ZpRFTr1QM1vGmHs79p3vpu4xXUJ7mt15HVPZf2rj3n,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12ZxHoPAGEsEdQU6M8oMvtokcSeHhtjBaegpvGw1CEiH,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12aEeJ64UHq9Yrqes5BFDsAJf5cwDVAQhnoUwYs7A2ut,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
12aJZi9YBUFHyfiKGgW9RFhh58qkCpqjTNDzYSbFhXSJ,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12af7AhZoyfc6Y8HRqFyuVWbikenMFXxvdNjuD1efz7r,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12ajyNieYYDQgzGL1UGbbyaD53wD7ZjTuqLbHrcycUub,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12bzYsKKEgt46WxeecXfnAp6Lnry29jDvKUdjQbGMpNp,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12cPtghhqURbbnhcDQQmRh5GxTB2wu8fymjCGkMX8fxo,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12cTtN3JLEgJ5E5J7oZTAJVc9HseEJxHoTDHRsteNGBp,solana,solana_cex,swissborg deposit_wallet,cex,deposit_wallet,swissborg,exchange,
12d8etn9Yz4dHiA1imvn6HodmEh536WmAS2vKcRCkWRs,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12dBjkvqvd1Nepy5XRAZewDcMDSpzR7otNtyXvgExmRv,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12dJdjby3kqUJEPsGFFZNHDp4XNddapJctZX8ZQhfrrb,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12dUftuu15GYdpc74GNFmWqyPDdZtQ8TvXBRykTr3aGr,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12daL28vq9kPFneRJmiYryV9mRFk3eADjycYKhc416Gk,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12eB4cgWU5WhiRkEH34TuqakwGLxQZHzGBzBThQTGUep,solana,solana_cex,huobi global deposit_wallet,cex,deposit_wallet,huobi global,exchange,
12eW5JCy2ktcpSk5SgirSEMin5ZtU1e8rFn9ArcDB3gY,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12eh7iq1NsVJiih5idBQ9oWc1guR1HfBv166KcYDNPNB,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12ehNDXvHktnKfj8XoZkYCggEj9jyCFK5r7dTxLmmjqg,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12ek5RcdtQgS3zbBQxRaXWZDf2rdcxrxsaw1jbFaNTwj,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
12erpBYCsQVcxj6MFG14sZAxQWvbUJgsTR733Va7mfDR,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
12fSVoG7jv7V7MRCggxY56VZPqFDNNUF4PynzoV1yuu5,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12fesk11Uck2b44i3xBHMKfRHjBgTQASvDhymqR1cwdf,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12fiKLfjG9LeJgCm24No3xcy1TEpQRvxhMUG87Qw3GtU,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12fzSbKFSuBEkC88YfsR4V75Lx3SAtXMqzai9NGAtA6w,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12g8MefppHobqYXFohCsSgFfUSG9c3c9P4HJVZiD3AyU,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12gA6h1SEmGcKSzcm86UnbfgknhcVBxdmTeczZ4HTHNw,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12gEDQvesi9qSMoXcY1LSHxGqArUXZ2HemihyEShpoWf,solana,solana_dapp,poordao (famous fox edition),dapp,governance,poordao (famous fox edition),dapp,
12gf2wyeDBi8CSrqttNidpaUoiovs6gt4iTFkFLV5Q7q,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12giUaVbBNCfXG3YEE7ENSJpdZuhhnDUUkPP8qfNfoGt,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12h7rqAzS5UhhKXWAEEJbC9hPCdLdWfY2LbRuGL8Tbz7,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12hPw9nwE6PDauApueVnmGNe2qEDbBtezBNryzxSCxzY,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12iMetY1MZN5fpBV8C9ypW3Y3qwMK8AvwgWAfj6kNmgY,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12iNtTG3DTXzVvzhopWy7ZbvdvXcUwxDuSKisdhmC6cd,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12ijidAMfZrPWUD17Ytp75KYt6DiHuJvQFi4iVs8BYSd,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
12ji95obmz6gmpuDSNPK2t8vvftPXWuM6TGXiNhpSp1D,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12kAuFcjSAHT6V3Crrhcbg7CnABvpWDcWXf3HxMzeLZt,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12kG3nQHrp9hozgBS2PYAKdo5SMtJRELfKYjjwvwrbhX,solana,solana_defi,frakt: taiyo pilots pool,defi,pool,frakt,defi,
12kSy5NrBGxHqJNydh6Kn2FiajRv2A58GrUuEn8iRDax,solana,solana_cex,huobi global deposit_wallet,cex,deposit_wallet,huobi global,exchange,
12m1FzDZKi6y8WNaaFh8PBh4JN7PM8YarHUt5fS8Tqfe,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12n8smr2estuHbEbpeZpbp1okgT3EpPEHRXdPP9qh5pM,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12nRsjvvoyRs3oyH2gat9g4GMyuBaEgkv8ZQCwUkV6dC,solana,solana_cex,mexc deposit_wallet,cex,deposit_wallet,mexc,exchange,
12pDfk9KHaP3rZSnPEM42xFwVLHuEMDV8cJj9zhmeHBu,solana,solana_dapp,digital asset investing,dapp,governance,digital asset investing,dapp,
12pyCX3t78Goq5x77byu9XfDVujH43Sym4jn4xABRoKZ,solana,solana_cex,backpack exchange deposit_wallet,cex,deposit_wallet,backpack exchange,exchange,
12qBj9icNKQMSxamf6ygzV4VpZ7Jy8kXXxruaxFUYUsZ,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12qaXFC22TAyuvooKmbkDUhFrVgjqfHr4pSmUs9CPTtK,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12qdPoEvNT4Fyf4JEdgHefKRYzNAdzRtrXhQzFTpM6f5,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12qv2ypZNYEgvbz1SpvSFiLBwkagnb12thrSKZACJGFx,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12rDxDV4RJedXUme5D131QGczizDerS8mrTBRWRqSJHd,solana,solana_cex,okx deposit_wallet,cex,deposit_wallet,okx,exchange,
12rNbvpaCgodqH7hoewoUce2o5fU5XsHCa2KuferUNA7,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
12ujhY4S7m6KHwje7DhwTgR156DuCbcudGWaNbxTbMRP,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12uz7cjM3SAuMvfTDpTgEkTz7nFXxT3NLaLFNGsQcatC,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12vD2spjNDGXFh2KfayQnHKk4EKKaUPpmQMurc4VAB9P,solana,solana_cex,mexc deposit_wallet,cex,deposit_wallet,mexc,exchange,
12vSmxUsXrBLCpFmnyPb2ZzrKQcWHR39ggaDJDBKM5Jn,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12vYtxUSpgHtkDtft1hjPBD4K1Qyka5XAD9yUw7svhk9,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
12vZMv9ngHqo8HDBj2HP3mRh1RC4b3jrbr5zhpiqZdjg,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12vdM21tM7Y9wAxgvUDuxSKXvC3Ycqe98hYJhohTRPgf,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
12vyMEzvW78RZ2pTxWsH7YaMxpVQveBsUw3PcgDefPcG,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
12wCVKHcKQ4BcKXkvrnKxLTDm6mn9GDxarNkumXQMPWf,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12wJQAkusR3ckPCb6MzC3saDmLQqszTWQC9YSQwL3iCW,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12wnTVvQ6iJiAGtkUXd3XjWQUXgi1DoVGjJApoSd7S8J,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
12y2sp6tnWHBnGbvjUEkzh7truWeQgmNyGpNuBGu6F3B,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
12yyBdJsXRSoSj5Vo131yq8AMrZjfpjmAXoeFytrtCER,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
12zHNJvFquauvjx2Ba39r8VLcHx9xwNjpi3MwdMkTwkM,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
131BqnpLnkGwsqeSXehFDcJSHoYaUNi4wfzYGe4Sd78p,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
131JBqhpY6JtRZYY3wHKnZJ5ucnmJRZHhum6NdtUdC7h,solana,solana_cex,bybit deposit_wallet,cex,deposit_wallet,bybit,exchange,
1323NNryb5XMitm156kBJLpVrG32qZxYCrG87N27pkDZ,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
132sUMnbRhWkw1dE8pMDV7hNWRBu2zYegmTmx778moJ8,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
13346mZavqkY5LuYXhMQfHQC7R4JQgnCKPXgrsqV5hMw,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
134TVdE7EyLJcTKRmRBg6L5qa8HvwGmvXDQG6qzgYhU1,solana,solana_cex,ftx deposit_wallet,cex,deposit_wallet,ftx,exchange,
135431c6gQum511V2hrBUZZ6HHquX6APSJC35xePg7Ar,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
1368HDWyCRHrnbeECuzZNgKryh9xKRbwve59qns4SMLB,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
136Nh9Y6UVXGEUKKiCKzjDNwtQvcdFKbtez36pYQUTCk,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
136quXmC9RHa8cvHpibmP69jrUi5TST1Moxqxyx5mRYt,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
136zA1PGncQNYTR7VZa8euxtMcJcF34jokZW98UP82M5,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
1385hXxWRsdhf59gkKi3pkLgrQxMQADaNJhxEX9277R6,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
13A5V4vdqR2dpeuVQTTRJz8jc4jn5wTCMqerxYwcMD85,solana,solana_cex,crypto.com deposit_wallet,cex,deposit_wallet,crypto.com,exchange,
13ACH15G3LABPX8yEjbcMgyM6YWFujd3Hsruyg7F2mou,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
13BDrtvPhU2mVjo6Bakix4grwaBymhe77LyDaDEsg1DE,solana,solana_cex,kraken deposit_wallet,cex,deposit_wallet,kraken,exchange,
13BkS3XZJfKbap5M4qa26KhockuRhgkzqcmmYXbY8yQh,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
13CR3Ku2Wa2nA1JM5JahgJeCgsDvXbrPigLSkXNGNBmc,solana,solana_cex,kucoin deposit_wallet,cex,deposit_wallet,kucoin,exchange,
13DD7USUMSn9htpHdTwPFPYNxLrDEUAWFDrCg57qPwwA,solana,solana_cex,gate.io deposit_wallet,cex,deposit_wallet,gate.io,exchange,
13Dbf6PrzSCtqzgD42LETRB9HbiSqtwKEuVXzuaWDhf4,solana,solana_defi,meteora: wlfi / sol,defi,pool,meteora,defi,
13DkVt8e63j9f4VdjxzvY4BhFQmmtzi7zpS5XPogiwb8,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
13DzrH2sw9rCzWEVGrfXwycKtD1TFmabMcSwWNh7TXDb,solana,solana_cex,binance deposit_wallet,cex,deposit_wallet,binance,exchange,
13EdNw8yRVRzJxAXMuNL4vvzWBpADorpKEf9CXrvmA4o,solana,solana_cex,coinbase deposit_wallet,cex,deposit_wallet,coinbase,exchange,
